0 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0001 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0002 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0003 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0004 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0005 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0006 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0007 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0008 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0009 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.001 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0011 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0012 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0013 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0014 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0015 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0016 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0017 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0018 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0019 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.002 -0.0690125 -0.0690125 -0.07 -0.07 -0.07002 -0.0690125 -0.0690125
0.0021 -0.0680299 -0.0680299 -0.07 -0.07 -0.0700398 -0.0680299 -0.0680299
0.0022 -0.0670522 -0.0670522 -0.07 -0.07 -0.0700596 -0.0670522 -0.0670522
0.0023 -0.0660793 -0.0660793 -0.07 -0.07 -0.0700792 -0.0660793 -0.0660793
0.0024 -0.0651113 -0.0651113 -0.07 -0.07 -0.0700988 -0.0651113 -0.0651113
0.0025 -0.0641482 -0.0641482 -0.07 -0.07 -0.0701182 -0.0641482 -0.0641482
0.0026 -0.0631898 -0.0631898 -0.07 -0.07 -0.0701376 -0.0631898 -0.0631898
0.0027 -0.0622363 -0.0622363 -0.07 -0.07 -0.0701569 -0.0622363 -0.0622363
0.0028 -0.0612875 -0.0612875 -0.07 -0.07 -0.070176 -0.0612875 -0.0612875
0.0029 -0.0603434 -0.0603434 -0.07 -0.07 -0.0701951 -0.0603434 -0.0603434
0.003 -0.059404 -0.059404 -0.07 -0.07 -0.0702141 -0.059404 -0.059404
0.0031 -0.0584693 -0.0584693 -0.07 -0.07 -0.070233 -0.0584693 -0.0584693
0.0032 -0.0575393 -0.0575393 -0.07 -0.07 -0.0702518 -0.0575393 -0.0575393
0.0033 -0.0566139 -0.0566139 -0.07 -0.07 -0.0702705 -0.0566139 -0.0566139
0.0034 -0.0556932 -0.0556932 -0.07 -0.07 -0.0702891 -0.0556932 -0.0556932
0.0035 -0.054777 -0.054777 -0.07 -0.07 -0.0703076 -0.054777 -0.054777
0.0036 -0.0538654 -0.0538654 -0.07 -0.07 -0.070326 -0.0538654 -0.0538654
