0 -0.07 -0.07 -0.07 -0.07
0.0001 -0.07 -0.07 -0.07 -0.07
0.0002 -0.07 -0.07 -0.07 -0.07
0.0003 -0.07 -0.07 -0.07 -0.07
0.0004 -0.07 -0.07 -0.07 -0.07
0.0005 -0.07 -0.07 -0.07 -0.07
0.0006 -0.07 -0.07 -0.07 -0.07
0.0007 -0.07 -0.07 -0.07 -0.07
0.0008 -0.07 -0.07 -0.07 -0.07
0.0009 -0.07 -0.07 -0.07 -0.07
0.001 -0.07 -0.07 -0.07 -0.07
0.0011 -0.07 -0.07 -0.07 -0.07
0.0012 -0.07 -0.07 -0.07 -0.07
0.0013 -0.07 -0.07 -0.07 -0.07
0.0014 -0.07 -0.07 -0.07 -0.07
0.0015 -0.07 -0.07 -0.07 -0.07
0.0016 -0.07 -0.07 -0.07 -0.07
0.0017 -0.07 -0.07 -0.07 -0.07
0.0018 -0.07 -0.07 -0.07 -0.07
0.0019 -0.07 -0.07 -0.07 -0.07
0.002 -0.07 -0.07 -0.0700012 -0.07
0.0021 -0.07 -0.07 -0.0700024 -0.07
0.0022 -0.07 -0.07 -0.0700036 -0.07
0.0023 -0.07 -0.07 -0.0700048 -0.07
0.0024 -0.07 -0.07 -0.0700059 -0.07
0.0025 -0.07 -0.07 -0.0700071 -0.07
0.0026 -0.07 -0.07 -0.0700083 -0.07
0.0027 -0.07 -0.07 -0.0700094 -0.07
0.0028 -0.07 -0.07 -0.0700106 -0.07
0.0029 -0.07 -0.07 -0.0700117 -0.07
0.003 -0.07 -0.07 -0.0700129 -0.07
0.0031 -0.07 -0.07 -0.070014 -0.07
0.0032 -0.07 -0.07 -0.0700151 -0.07
0.0033 -0.07 -0.07 -0.0700163 -0.07
0.0034 -0.07 -0.07 -0.0700174 -0.07
0.0035 -0.07 -0.07 -0.0700185 -0.07
0.0036 -0.07 -0.07 -0.0700196 -0.07
0.0037 -0.07 -0.07 -0.0700207 -0.07
0.0038 -0.07 -0.07 -0.0700218 -0.07
0.0039 -0.07 -0.07 -0.0700229 -0.07
0.004 -0.07 -0.07 -0.070024 -0.07
0.0041 -0.07 -0.07 -0.070025 -0.07
0.0042 -0.07 -0.07 -0.0700261 -0.07
0.0043 -0.07 -0.07 -0.0700272 -0.07
0.0044 -0.07 -0.07 -0.0700282 -0.07
0.0045 -0.07 -0.07 -0.0700293 -0.07
0.0046 -0.07 -0.07 -0.0700304 -0.07
0.0047 -0.07 -0.07 -0.0700314 -0.07
0.0048 -0.07 -0.07 -0.0700324 -0.07
0.0049 -0.07 -0.07 -0.0700335 -0.07
0.005 -0.07 -0.07 -0.0700345 -0.07
0.0051 -0.07 -0.07 -0.0700355 -0.07
0.0052 -0.07 -0.07 -0.0700366 -0.07
0.0053 -0.07 -0.07 -0.0700376 -0.07
0.0054 -0.07 -0.07 -0.0700386 -0.07
0.0055 -0.07 -0.07 -0.0700396 -0.07
0.0056 -0.07 -0.07 -0.0700406 -0.07
0.0057 -0.07 -0.07 -0.0700416 -0.07
0.0058 -0.07 -0.07 -0.0700426 -0.07
0.0059 -0.07 -0.07 -0.0700436 -0.07
0.006 -0.07 -0.07 -0.0700446 -0.07
0.0061 -0.07 -0.07 -0.0700455 -0.07
0.0062 -0.07 -0.07 -0.0700465 -0.07
0.0063 -0.07 -0.07 -0.0700475 -0.07
0.0064 -0.07 -0.07 -0.0700484 -0.07
0.0065 -0.07 -0.07 -0.0700494 -0.07
0.0066 -0.07 -0.07 -0.0700503 -0.07
0.0067 -0.07 -0.07 -0.0700513 -0.07
0.0068 -0.07 -0.07 -0.0700522 -0.07
0.0069 -0.07 -0.07 -0.0700532 -0.07
0.007 -0.07 -0.07 -0.0700541 -0.07
0.0071 -0.07 -0.07 -0.070055 -0.07
0.0072 -0.07 -0.07 -0.070056 -0.07
0.0073 -0.07 -0.07 -0.0700569 -0.07
0.0074 -0.07 -0.07 -0.0700578 -0.07
0.0075 -0.07 -0.07 -0.0700587 -0.07
0.0076 -0.07 -0.07 -0.0700596 -0.07
0.0077 -0.07 -0.07 -0.0700605 -0.07
0.0078 -0.07 -0.07 -0.0700614 -0.07
0.0079 -0.07 -0.07 -0.0700623 -0.07
0.008 -0.07 -0.07 -0.0700632 -0.07
0.0081 -0.07 -0.07 -0.0700641 -0.07
0.0082 -0.07 -0.07 -0.070065 -0.07
0.0083 -0.07 -0.07 -0.0700658 -0.07
0.0084 -0.07 -0.07 -0.0700667 -0.07
0.0085 -0.07 -0.07 -0.0700676 -0.07
0.0086 -0.07 -0.07 -0.0700684 -0.07
0.0087 -0.07 -0.07 -0.0700693 -0.07
